Accession Id,Artist,Credit Line,Display Dimensions,Geometry,Location Description,Medium,Source,Title,Location
1995.18,"Acconci, Saitowitz and Soloman",Commissioned by the San Francisco Art Commission for the Waterfront Project.,2 1/2 miles X 5 feet,"(-122.4120591,37.8085303)",Public Display : District 3 : Embarcadero/Waterfront,"Black concrete, with a strip of glass blocks, to be illuminated at night",San Francisco Arts Commission,Promenade Ribbon,
1986.2,"Acconci, Vito",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"26 1/2"" H X 41"" W","(-122.389979,37.615223)",International Airport : T3 : Lower Level,Etching on Paper,San Francisco Arts Commission,Two Wings for Wall and Person,
2002.7,"Acconci, Vito",Commission for the San Francisco International Airport by the San Francisco Arts Commission,,"(-122.389979,37.615223)","Airport : International Terminal, transfer corridor",mixed medium,San Francisco Arts Commission,Light Beams for the Sky of Transfer Cooridor,
1977.33,"Adams, Gloria Cozzo",Purchased by the San Francisco Art Commission for the San Francisco International Airport,481/2,"(-122.389979,37.615223)",Airport : Business and Finance,Acrylic and ink on canvas,San Francisco Arts Commission,Cityscape #33,
1985.5.3,"Adams, Mark",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"84"" H X 144"" W","(-122.389979,37.615223)",Airport : Terminal 2 : Meeting Area,Flat weave wool tapestry,San Francisco Arts Commission,Garden Outside the Gate (The Garden Tapestries),
1985.5.2,"Adams, Mark",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"84"" H X 204"" W","(-122.389979,37.615223)",Airport : Terminal 2 : Meeting Area,Flat weave wool tapestry,San Francisco Arts Commission,Garden in San Andreas Valley (The Garden Tapestries),
1985.5.1,"Adams, Mark",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"84"" H X 96"" W","(-122.389979,37.615223)",Airport : Terminal 2 : Meeting Area,Flat weave wool tapestry,San Francisco Arts Commission,Pond in Golden Gate Park (The Garden Tapestries),
1902.1,"Aitken, Robert Ingersoll",Funds raised by public subscription.  Dedicated by President Theodore Roosevelt.,Figure: 12' H; Shaft: 83' H,"(-122.4075,37.7880556)",Public Display : District 6 : Union Square,Bronze figure on granite base,San Francisco Arts Commission,"The Dewey Monument (Admiral George Dewey, 1837-1917)",
1899.1,"Aitken, Robert Ingersoll",Commissioned in 1898 by the architect of the Music Concourse and Claus Spreckles.,20' H,"(-122.4666711,37.7703537)",Public Display : District 1 : GGP: Music Concourse,Cast Concrete,San Francisco Arts Commission,Spandrels on Spreckles Temple of Music,
1904.2,"Aitken, Robert Ingersoll",Funds raised by popular subscription,"bronze is 15' H, base is 72 3/4 X 72 3/4 ""","(-122.454557,37.771665)","Public Display : District 5 : GGP, Entrance to Panhandle","Bronze, granite and marble",San Francisco Arts Commission,William McKinley,
1904.1,"Aitken, Robert Ingersoll",Gift of the San Francisco Bar Association,7 1/2' H Figure; 7 1/2,"(-122.4184094,37.7793133)","Public Display : District 6 : McAllister Street, North Side of City Hall",Bronze,San Francisco Arts Commission,Hall McAllister (1829-1888),
2001.6,"Alavi, Seyed",,,"(-122.477977,37.78327)",Public Display : District 1 : Richmond Rec Center,,San Francisco Arts Commission,Speaking Stones,
1934.13,"Albro, Maxine",Commissioned for Coit Tower,10' X 42',"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,California,
2000.14,"Alicia/Montoya, Juana/Emmanuel",Commissioned for San Francisco International Airport,,"(-122.389979,37.615223)",Airport : Boarding Area G : Gate 97,fresco buono and wood relief,San Francisco Arts Commission,Sanctuario,
1994.16,"Anargyros, Spero",Gift,"97 X 30 X 27 1/2 ""","(-122.4184094,37.7793133)",Public Display : District 6 : City Hall : Mayor's Rotunda,Cast bronze,San Francisco Arts Commission,George Moscone,
1988.3,"Anderson, Lois",Commissioned by the San Francisco Arts Commission for the SF Recreation and Park Department,"36 1/2"" H X 32"" W","(-122.4390499,37.7474162)",Public Display : District 7 : Douglas Playground Fieldhouse,"Tiles, glass, metal, buttons, jewelry on fiberglass wood",San Francisco Arts Commission,Outdoor Wall Mosaic,
1951.2,Anonymous,Gift of the Beethoven Maenercher of New York to the city of San Francisco,,"(-122.4666711,37.7703537)","Public Display : District 1 : GGP, Music Concourse",Bronze,San Francisco Arts Commission,Ludwig Van Beethoven (1770-1827),
1960.23,Anonymous,"Gift of San Francisco's Sister City, Osaka Japan","88 X 60 X 34 ""","(-122.4525624,37.7069424)","Public Display : District 1 : Lincoln Park, NW side",granite with bronze plaque,San Francisco Arts Commission,Kanrin Maru Monument,
1875.1,Anonymous,Gift to the city of San Francisco by Lotta Crabtree in 1875.,"24' H X 5'4"" W X 5'4"" L","(-122.4034248,37.7876664)",Public Display : District 3 : Market and Kearny,cast iron,San Francisco Arts Commission,Lotta's Fountain,
1954.18,Anonymous,Gift of Mrs. William H. Crocker,,"(-122.4122163,37.792033)",Public Display : District 3 : Huntington Park,Marble and bronze,San Francisco Arts Commission,Fountain of the Tortoises,
1969.101,Anonymous,Gift to the People of San Francisco from the Japan Federation of Economic Organizations,,"(-122.4701557,37.7701722)","Public Display : District 1 : GGP, Japanese Tea Garden",Stone,San Francisco Arts Commission,Untitled (Stone Lantern),
1948.1,Anonymous,Gift of Gumps to the Japanese Tea Garden,10 1/2' H,"(-122.4701557,37.7701722)","Public Display : District 1 : GGP, Japanese Tea Graden",Bronze,San Francisco Arts Commission,Amazarasti-no Hotoke (the Buddha that sits throughout the sunny and rainy weathe,
1879.1,Anonymous,Gift of Henry D. Cogswell,approx. 15' H,"(-122.4101513,37.8003423)",Public Display : District 3 : Washington Square Park,Pot metal,San Francisco Arts Commission,Benjamin Franklin (1706-1790),
T2010.1.a-d,"Arcega, Michael",,,"(-122.421886,37.7649169)",Public Display : District 6 and 9 : Valencia Street : Between 16th and 19th Stre,"Wood, steel",San Francisco Arts Commission,Mission Post,
1935.4,"Arnautoff, Victor",,1600 square feet,"(-122.491083,37.7774299)","Public Display : District 1 : Washington High School, main entrance",Fresco,San Francisco Arts Commission,The Life of George Washington,
1935.3,"Arnautoff, Victor Mikhail",George Washington High School,4' X 6',"(-122.491083,37.7774299)",Public Display : District 1 : Washington High School,cast concrete,San Francisco Arts Commission,Edison (1847-1931) Washington (1732-1799) and Shakespeare (1564-1616),
1934.9,"Arnautoff, Victor Mikhail",Public Works of Art Project (PWAP),10' X 36',"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,City Life,
2003.5,"Arneson, Robert",,,"(-122.3945938,37.7948985)",Public Display : District 3 : Embarcadero : Justin Herman Plaza,,San Francisco Arts Commission,Yin Yang,
1967.84,"Arnold, David",Commissioned for the Bayview Health Center,12' H X 8' W,"(-122.4059739,37.7323428)",City Department : DPH : Health Center #3 : 1525 Silver Avenue,Stained glass windows,San Francisco Arts Commission,Untitled,
1985.1,"Asawa, Ruth",,,"(-122.412595,37.783933)","Public Display : District 6 : Father Boeddeker Park, Eddy and Jones",Glass fiber reinforced concrete,San Francisco Arts Commission,"Redding School, Self-Portrait",
1999.22.1-2,"Asawa, Ruth",Commissioned by the Redevelopment Agency,,"(-122.4312691,37.7853921)","Public Display : District 5 : Japan Town, Post St.",bronze,San Francisco Arts Commission,Origami Fountains,
1974.24,"Asawa, Ruth",Purchased for the Japanese Tea Garden,"15"" H X 28"" W","(-122.4701557,37.7701722)","Public Display : District 1 : GGP, Japanese Tea Garden",Bronze,San Francisco Arts Commission,Hagiwara Family Plaque,
1996.12,"Aycock, Alice",Commissioned by the San Francisco Art Commission for the San Francisco Main Library,,"(-122.415783,37.778864)","Public Display : District 6 : SFPL, Main : 100 Larkin St. : Periodicals",Stainless steel,San Francisco Arts Commission,Cyclone Fragment,
1996.11,"Aycock, Alice",Commissioned by the SF Art Commission for the San Francisco Main Library,,"(-122.415783,37.778864)","Public Display : District 6 : SFPL, Main : 100 Larkin St. : Periodicals ",Stainless steel,San Francisco Arts Commission,Functional and Fantasy Stair,
1977.61,"Barnes, Carroll",Purchased by the San Francisco Art Commission for the Muni Railway,9' H X 8' W X 19 'L ; 19' H X 3' diameter,"(-122.44485,37.7229198)",City Department : MTA : Curtis E. Green Metro Center : San Jose and Ocean Aves.,corten steel,San Francisco Arts Commission,Transverse and Column,"San Jose Ave
"
2004.13.2,"Barr, Aileen",,,"(-122.4650348,37.7419071)",Public Display : District 7 : West Portal Clubhouse : exterior,ceramic tile,San Francisco Arts Commission,Secret Garden,
2004.13.1-3,"Barr, Aileen",,,"(-122.4650348,37.7419071)","Public Display : District 7 : West Portal Clubhouse, exterior",hand-carved and glazed ceramic tiles,San Francisco Arts Commission,Secret Garden,
2004.13.1,"Barr, Aileen",,,"(-122.4650348,37.7419071)",Public Display : District 7 : West Portal Clubhouse : exterior,ceramic tile,San Francisco Arts Commission,Secret Garden,
2004.13.3,"Barr, Aileen",,,"(-122.4650348,37.7419071)",Public Display : District 7 : West Portal Clubhouse : exterior,ceramic tile,San Francisco Arts Commission,Secret Garden,
1985.25,"Barr, Roger",Purchased by the San Francisco Art Commission for Pier 39,25' H X 20 W,"(-122.411934,37.809079)","Public Display : District 3 : Waterfront, between Piers 35 and 39",Mirror finished stainless steel Type 316 L,San Francisco Arts Commission,Skygate,
1999.4,"Barth, Anders",San Francisco Art Commission Public Art Project,,"(-122.5018724,37.7792703)","City Department : Fire Station #34, Geary @ 41st Ave.",terracotta relief,San Francisco Arts Commission,Phoenix,
2000.13,"Barth, Anders",Commissioned for the Tenderloin Police Station,"24' 4"" X 8' 2"" overall","(-122.4129435,37.7837739)",City Department : Tenderloin Police Station : Jones St. Facade,Hand cut ceramic tiles,San Francisco Arts Commission,First Person Plural,
T2009.46,"Bates, Diana Pompelly",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital,Stainless steel ,San Francisco Arts Commission,Reflection,
1979.39,"Beasley, Bruce",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,18' 6,"(-122.389979,37.615223)",Airport : Terminal 3,Aluminum,San Francisco Arts Commission,The Hesperides,
1979.58,"Beauchemin, Micheline",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"240"" H X 180"" W","(-122.389979,37.615223)",Storage : Airport,Hooked wool tapestry,San Francisco Arts Commission,                                                      ,
1979.59,"Bechtle, Robert",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"46"" H X 69"" W Framed","(-122.389979,37.615223)",Airport : Terminal 3,Oil on canvas,San Francisco Arts Commission,San Francisco Nova,
2002.8,"Beery, Jonathan",Gift to the city from the Friends of Moscone Park and Recreation Center,,"(-122.433025,37.80136)",Public Display : District 2 : Moscone Park and Rec Center,Bronze,San Francisco Arts Commission,Leatherback Sea Turtle,
2002.9,"Beery, Jonathan",Gift to the City from the Friends of Moscone Park and Recreation Center,,"(-122.433025,37.80136)",Public Display : District 2 : Moscone Park and Rec Center,bronze,San Francisco Arts Commission,The Pink Short-spined Starfish,
1996.1.1-5,"Beldner, Ray",Commissioned by the San Francisco Art Commission for San Francisco Municipal Railway. Collection of the City and County of San Francisco,"16 'H (max.) X 8 ' W (max.) X 4 1/2 "" D","(-122.510037,37.7732589)",Public Display : District 1 : MUNI Turnaround : La Playa and Cabrillo,Stainless steel mesh over steel armature with photo-etched plaques.,San Francisco Arts Commission,Playland Revisited,"La Playa St
"
1934.27,"Berlandina, Jane",Commissioned for Coit Tower,9' X 34',"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Egg tempura,San Francisco Arts Commission,Home Life,
1987.15,"Berlant, Tony",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"168"" H X 506"" W","(-122.389979,37.615223)",Airport : T1,Found metal collage on wood with steel brads,San Francisco Arts Commission,Dancing on the Brink of the World,
1934.14,"Bertrand, Raymond",Commissioned for Coit Tower,,"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Meat Industry,
T2009.13,"Biaggi, Suzanne",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Courtyard F,"Basalt, water and black pebbles",San Francisco Arts Commission,Patterns of Time and Place [stone sculpture],
2005.6,"Blackstone, Amy",,,"(-122.420433,37.763376)",Public Display : District 9 : Hoff Street Playground,,San Francisco Arts Commission,Untitled,
2005.7,"Blackstone, Amy",,,"(-122.4194155,37.7749295)",Public Display : District 3 : Helen Wills Playground,,San Francisco Arts Commission,"Earth, Fire, and Water",
1996.4,"Blake, Nayland W.",Commissioned by the San Francisco Art Commission for the Public Library.,,"(-122.415783,37.778864)","Public Display : District 6 : SFPL, Main : 100 Larkin : Grand Staircase in Atriu","painted steel, mirrors and fiberoptic lighting",San Francisco Arts Commission,Constellation,
1991.2.2,"Bongers, Jaap (Jacob)",Commissioned by the San Francisco Art Commission for the Richmond Police Station.,48 in. x 48 in.,"(-122.464215,37.7798186)",City Department : Richmond Police Station : 6th Ave. and Anza,Sandblasted Granite,San Francisco Arts Commission,Untitled #2,
1991.2.1,"Bongers, Jaap (Jacob)",Commissioned by the San Francisco Art Commission for the Richmond Police Station.,72 in. x 72 in.,"(-122.464215,37.7798186)",City Department : Richmond Police Station : 6th Ave. and Anza : Lobby Floor,"Marble, granite and bronze",San Francisco Arts Commission,Untitled #1,
1996.13,"Bongers, Jaap (Jacob)",Art enrichment for Fire Station #24,,"(-122.4410438,37.7531196)","City Department : Fire Station #24, 100 Hoffman",Bronze,San Francisco Arts Commission,Fire,
T2009.14.a-e,"Bonner, Jonathan",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Courtyard B,Lathe turned granite,San Francisco Arts Commission,Bloom,
1970.31,"Bowler, Patti",Purchased by the San Francisco Art Commission for Health Center #4,114 in. x 672 in. x 30 in.,"(-122.4154927,37.7967083)",Public Display : District 3 : East End of Broadway Tunnel,Sheet bronze and sheet brass,San Francisco Arts Commission,Dragon Relief,
1985.24.1-5,"Boyce, Roger",Purchased by the San Francisco Art Commission for the Mission Recreation Center,"96"" H X 48"" W","(-122.412999,37.75820100000001)",Public Display : District 9 : Mission Rec. Center : 2450 Harrison St. : Upstairs,Oil enamels,San Francisco Arts Commission,Untitled,"2450 Harrison St
"
1934.1,"Boynton, Raymond",Commissioned for Coit Tower,,"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Animal Force and Machine Force,
1933.24,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,27 X 12',"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater : 401 Van Ness Avenu,Oil,San Francisco Arts Commission,Water: The Net,"401 Van Ness Ave
"
1933.23,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,27 X 12',"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater : 401 Van Ness Avenu,Oil,San Francisco Arts Commission,Fire: Industrial Fire,"401 Van Ness Ave
"
1933.22,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,27 X 12',"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater : 410 Van Ness Avenu,Oil,San Francisco Arts Commission,Fire: Primitive Fire,"401 Van Ness Ave
"
1933.19,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,27 X 12',"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater : 401 Van Ness Avenu,Oil,San Francisco Arts Commission,Air: The Windmill,"401 Van Ness Ave
"
1933.21,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,27 X 12',"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater : 401 Van Ness Avenu,Oil,San Francisco Arts Commission,Earth: The Fruit Pickers,"401 Van Ness Ave
"
1933.2,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,,"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater : 401 Van Ness Avenu,Oil,San Francisco Arts Commission,Earth: Dancing the Grapes,"401 Van Ness Ave
"
1933.25,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,27 X 12',"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater,Oil,San Francisco Arts Commission,Water: The Fountain,"401 Van Ness Ave
"
1933.18,"Brangwyn, Frank",Commissioned for the Panama-Pacific International Exposition.,27 X 12',"(-122.420552,37.779649)",Public Display : District 6 : War Memorial : Herbst Theater : 401 Van Ness Avenu,Oil ,San Francisco Arts Commission,Air: The Hunters,"401 Van Ness Ave
"
T2009.15.a,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L3 : Northwest wall #1,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.b,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L3 : Northwest wall #2,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.g,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L3 : Southeast wall,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.c,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L3 : Southwest wall #1,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.f,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L3 : Northeast wall,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.l,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : North Residence  : L3 : East Wall,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.d,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L3 : Southwest wall #2,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.e,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L3 : East wall,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.m,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : North Residence : L3 : Northeast wall,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.h,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : North Residence : L3 : Northwest wall #1,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.k,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : North Residence : L3 : Southwest wall #2,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.i,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : North Residence : L3 : Northwest wall #2,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.n,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : North Residence  : L3 : Southeast wall,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
T2009.15.j,"Brothers, Beliz",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : North Residence : L3 : Southwest wall #1,"glass, stainless steel and light",San Francisco Arts Commission,Untitled [light boxes and glass panels],
1909.1,"Brown, Arthur Page",,,"(-122.4818391,37.7705254)","Public Display : District 1 : GGP, Lloyd Lake",Marble and cast concrete,San Francisco Arts Commission,Portals of the Past,
1985.32,"Brown, Joan",Purchased by the San Francisco Art Commission for the Performing Arts Garage,"144"" H","(-122.421525,37.7780273)","Public Display : District 6 : Performing Arts Garage facade, Grove and Franklin",Bronze,San Francisco Arts Commission,The Dancing Musicians,
1979.31,"Brown, Joan",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"90""H X 72"" W","(-122.389979,37.615223)",Airport : Terminal 2 : Gate 51A,Enamel on canvas,San Francisco Arts Commission,The Journey #2,
1942.5,"Bufano, Beniamino",Located in Valencia Public Housing Project,,"(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Cast granite,San Francisco Arts Commission,Bear and Cubs,
1936.1,"Bufano, Beniamino",Purchased by the San Francisco Art Commission for the St. Mary's Plaza.,,"(-122.4051364,37.7921253)",Public Display : District 3 : St. Mary's Square,Stainless steel and rose-red granite,San Francisco Arts Commission,Sun Yat-Sen,
1942.7,"Bufano, Beniamino",Located in Valencia Public Housing Project,18 in.,"(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Marble,San Francisco Arts Commission,Rabbit,
1942.1,"Bufano, Beniamino",WPA Project,18 in. x 30 in.,"(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Granite,San Francisco Arts Commission,Mouse,
1942.9,"Bufano, Beniamino",WPA Project,,"(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Marble,San Francisco Arts Commission,Small Fish--Big Fish,
1969.1,"Bufano, Beniamino",Gift to the City and County of San Francisco,100 in. x 69 in.,"(-122.451725,37.7277894)",Public Display : District 8 : CCSF : Ocean Campus : Stairs to Science Building,steel,San Francisco Arts Commission,St. Francis of the Guns,
1984.2,"Bufano, Beniamino",,,"(-122.4319047,37.7640543)",City Department : Eureka Valley Library,Granite (?),San Francisco Arts Commission,Torso,
1956.3,"Bufano, Beniamino",,456 in. x 30 in.,"(-122.4802906,37.7146289)",Public Display : District 7 : 800 Brotherhood Way,Granite,San Francisco Arts Commission,Peace,
1942.4,"Bufano, Beniamino",,,"(-122.423905,37.80637600000001)",Public Display : District 3 : Maritime Museum,Black granite,San Francisco Arts Commission,Frog,
1942.8,"Bufano, Beniamino",Located in Valencia Public Housing Project,"72"" (L) x 24"" (W)","(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Granite,San Francisco Arts Commission,Two Sea Lions,
1942.13,"Bufano, Beniamino",WPA,72 in. x 96 in.,"(-122.3778015,37.8252754)",Public Display : District 5 : Westside Courts,Granite,San Francisco Arts Commission,Horse and Rider (St. Francis on Horseback),
1937.5,"Bufano, Beniamino",Purchased by the San Francisco Art Commission for Christmas Tree Point.,"2' H; base 1' X 3' X 22""","(-122.4792744,37.7238942)","Public Display : District 7 : SFSU, Main Quad",Red marble,San Francisco Arts Commission,Head of St.Francis,
1942.11,"Bufano, Beniamino",WPA,"60"" (L) x  36"" (W)","(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Granite,San Francisco Arts Commission,Cat,
1942.2,"Bufano, Beniamino",,72 in. x 36 in.,"(-122.423905,37.80637600000001)",Public Display : District 3 : Maritime Museum,Brown Granite,San Francisco Arts Commission,Seal,
1974.21,"Bufano, Beniamino",Purchased by the San Francisco Art Commission for the San Francisco General Hospital,,"(-122.4044431,37.7557795)",City Department : SFGH,"Stone, tile and concrete",San Francisco Arts Commission,Madonna,
1942.12,"Bufano, Beniamino",WPA,"36"" (L) x 36"" (H)","(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Granite,San Francisco Arts Commission,Butterfly,
1942.6,"Bufano, Beniamino",,30 in.,"(-122.4233043,37.7665965)",Public Display : District 6 : Valencia Gardens,Marble,San Francisco Arts Commission,Cat and Mouse,
1942.3,"Bufano, Beniamino",,180 in.,"(-122.398337,37.7970899)","Public Display : District 3 : Golden Gateway, Jackson and Davis",Red porphyry and stainless steel,San Francisco Arts Commission,Penguins,"Jackson St
(40.71681253676523, -77.8931246926056)"
1928.2,"Bullock, George",Gift to the Public Library of San Francisco by the people and mayor of Stratford-upon-Avon.,"32"" H","(-122.4671799,37.76887809999999)","Public Display : District 1 : GGP, Shakespeare Garden",Bronze,San Francisco Arts Commission,William Shakespeare,
T2009.38.A-B,"Buster, Kendall",Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,,"(-122.389979,37.615223)",Airport : Terminal 2 : Ticketing Lobby,Powder coated steel and shade cloth,San Francisco Arts Commission,Topograph,
2003.4,"Butterfield, Deborah",San Francisco Arts Commission,,"(-122.389979,37.615223)",Airport : T1 : Boarding Area C,bronze with patina (cast over sticks and branches),San Francisco Arts Commission,Pohina,
T2009.2,"Carey, Michael",,168 in.,"(-122.4649463,37.7516878)",Public Display : District 7 : J.P. Murphy Clubhouse : 9th Avenue and Pacheco,"patina-finished cast bronze, corten steel, concrete",San Francisco Arts Commission,Woman with Birds,
1999.12,"Carnwath, Squeak",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco,"17 1/2' X 17 1/2' square; each panel is 30"" square","(-122.389979,37.615223)","Airport : IT : Boarding Area G, Gate 94",Porcelain enamel,San Francisco Arts Commission,"Fly, Flight, Fugit",
2001.4,"Carpenter, James",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco,160' X 25' each (X4),"(-122.389979,37.615223)",Airport : IT : Lobby Skylights,"polycarbonate, glass, steel and anodized aluminum",San Francisco Arts Commission,Sculptural Light Reflectors,
1940.1,"Carter, Dudley C.",Gift of the Golden Gate International Exposition.,"26' H X 21"" in circumference","(-122.451725,37.7277894)",Public Display : District 11 : CCSF : Phelan campus : Administration Building : ,Redwood log,San Francisco Arts Commission,Goddess of the Forest,
2001.7,"Catalusci, Robert",,,"(-122.393207,37.756677)",City Department : MTA : Muni Structures Facility : 700 Pennsylvania Ave.,"graphite, stainless steel, glass, custom paint",San Francisco Arts Commission,Untitled,"700 Pennsylvania Ave
"
T2009.9.a-d,"Cervantes, Morales and Poethig",,,"(-122.45221,37.7458728)",Public Display : District 8 : Youth Guidance Center : 375 Woodside Ave.,,San Francisco Arts Commission,Roots and Branches,"375 Woodside Ave
"
1998.8,"Chagoya, Enrique",Gift of the Mexican Government to the San Francisco main Library,,"(-122.4596396,37.7243765)",Public Display : District 6 : Main Library,"Rembrandt medium pastel, charcoal",San Francisco Arts Commission,Authors of Latin American Roots,
1999.21,"Chagoya, Enrique",Commissioned by the Public Art Program for San Francisco International Airport; Collection of the City and County of San Francisco,16' H X 24' W,"(-122.389979,37.615223)","Airport : IT : Boarding Area A, Gate A8",glass tiles,San Francisco Arts Commission,Love Letters,
1997.11,"Chamberlain, Ann",Commissioned by the SFAC Public Art Program for the new Municipal Parking Garage at SFGH,,"(-122.4044431,37.7557795)","City Department : DPH : SFGH : Parking Garage, Facade",Photographic Images on Glass,San Francisco Arts Commission,Untitled Photographic Images,
1996.5,"Chamberlain, Ann and Hamilton, Ann",Commission by the San Francisco Art Commission for the New Main Library,,"(-122.415783,37.778864)","Public Display : District 6 : SFPL, Main : 100 Larkin : 3rd, 4th and 5th Floors",Annotated library cards imbedded in artisan plaster forming walls,San Francisco Arts Commission,Untitled,
2008.3,"Chamberlain, Ann and Ho0d, Walter",Gift of the Abraham Lincoln Brigade Archives (ALBA) to the City and County of San Francisco,114 in. x 468 in. x 24 in.,"(-122.3945938,37.7948985)",Public Display : District 3 : Embarcadero : Justin Herman Plaza,,San Francisco Arts Commission,Abraham Lincoln Brigade National Monument,
T2009.16.d,"Chamberlain, Ann and Lubell, Bernie",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L6 : Northeast Wall,Cotton thread tapestry,San Francisco Arts Commission,Earth,
T2009.16.c,"Chamberlain, Ann and Lubell, Bernie",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L6 : East Wall,Mixed media,San Francisco Arts Commission,Untitled,
T2009.16.a,"Chamberlain, Ann and Lubell, Bernie",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda : South Residence : L6 : Northwest Wall,Mixed media,San Francisco Arts Commission,Water,
